"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019252","GO:0019252","starch biosynthetic process","41/2037","190/20876",8.83137399365695e-07,1.41939299547538e-05,9.75620046179357e-06,"AT3G15570/AT1G09795/AT1G76730/AT5G08370/AT2G30390/AT1G44575/AT1G65230/AT5G38660/AT2G01110/AT5G57930/AT2G41680/AT2G36390/AT3G09650/AT5G01410/AT1G12800/AT3G12780/AT1G03680/AT4G27440/AT3G29320/AT3G06510/AT2G29630/AT1G73655/AT1G06460/AT1G77090/AT1G31800/AT4G32330/AT5G12150/AT3G20930/AT1G31190/AT4G09020/AT4G36530/AT4G30020/AT5G26570/AT3G55800/AT3G51510/AT4G09650/AT4G21210/AT2G39930/AT4G04640/AT3G48680/AT2G26900",41
"GO:0008283","GO:0008283","cell proliferation","51/2037","264/20876",1.57303348059564e-06,2.40427372181235e-05,1.65257800128623e-05,"AT1G76540/AT2G33560/AT1G44110/AT5G11300/AT1G02730/AT3G54750/AT4G02800/AT1G07370/AT1G78770/AT5G53800/AT4G02060/AT4G37750/AT5G57590/AT3G16640/AT1G22270/AT3G03340/AT5G15510/AT5G58230/AT3G24495/AT1G09450/AT1G57820/AT5G51600/AT1G02690/AT5G66230/AT5G37010/AT1G53140/AT3G06030/AT4G05190/AT4G38270/AT3G63250/AT3G51720/AT3G19590/AT1G67630/AT4G33495/AT4G26660/AT1G67320/AT5G55920/AT5G58040/AT1G61040/AT4G10710/AT5G44560/AT5G43560/AT5G52040/AT3G09100/AT5G60930/AT5G61150/AT3G15150/AT5G66750/AT5G55230/AT5G13520/AT1G16210",51
"GO:0051172","GO:0051172","negative regulation of nitrogen compound metabolic process","79/2037","478/20876",2.11079172253095e-06,3.16415797637091e-05,2.1748845885997e-05,"AT3G56860/AT1G76540/AT2G27970/AT1G50640/AT2G22610/AT4G34830/AT5G62430/AT5G09230/AT4G16280/AT3G20710/AT4G20910/AT2G39810/AT1G78770/AT1G70180/AT4G02060/AT3G03300/AT4G37750/AT4G11660/AT3G09360/AT5G18230/AT1G51550/AT5G07660/AT4G36290/AT1G62990/AT3G07050/AT4G02150/AT5G27620/AT2G01210/AT1G66050/AT3G24495/AT4G31240/AT2G11810/AT2G16485/AT3G02980/AT1G57820/AT2G27350/AT1G43700/AT3G52540/AT1G75380/AT4G14330/AT5G51600/AT2G42720/AT5G01840/AT4G12560/AT5G59710/AT1G20340/AT5G37010/AT1G53140/AT5G26760/AT4G05190/AT4G01730/AT5G22650/AT4G38130/AT3G17040/AT4G32830/AT1G75080/AT4G38270/AT3G43920/AT3G56580/AT4G26870/AT1G61010/AT1G22990/AT3G15780/AT4G24770/AT4G03960/AT5G48820/AT5G61640/AT3G44050/AT1G29900/AT5G16780/AT2G43410/AT3G15150/AT5G66750/AT5G20150/AT4G39680/AT5G65460/AT5G03740/AT5G33300/AT3G50960",79
"GO:0010628","GO:0010628","positive regulation of gene expression","78/2037","476/20876",3.39873345259106e-06,4.78069182402518e-05,3.28600943712746e-05,"AT3G56860/AT4G34830/AT3G54090/AT1G08980/AT5G51130/AT3G14110/AT2G39810/AT1G20910/AT1G78770/AT2G30950/AT2G20890/AT3G62910/AT2G01110/AT3G03300/AT1G51510/AT4G15090/AT3G56290/AT1G49720/AT4G20400/AT1G46768/AT1G03160/AT1G11870/AT2G35500/AT3G25690/AT5G08050/AT1G44446/AT5G24930/AT1G74850/AT5G48720/AT1G74310/AT4G26640/AT3G48500/AT1G20340/AT1G27370/AT1G03680/AT1G06190/AT5G22650/AT1G02090/AT3G58680/AT3G51820/AT3G18680/AT3G17040/AT5G14250/AT1G42550/AT1G56280/AT4G27440/AT1G69600/AT4G38270/AT3G63250/AT3G10800/AT5G04410/AT5G23120/AT3G26900/AT5G52100/AT5G65310/AT2G27100/AT3G19290/AT2G16365/AT1G61040/AT4G02460/AT5G17270/AT1G05180/AT1G77180/AT4G24770/AT4G28200/AT5G02160/AT2G21800/AT1G55250/AT2G26150/AT3G08500/AT1G21600/AT1G35680/AT3G24500/AT1G55310/AT1G02110/AT1G63970/AT4G04640/AT3G50670",78
"GO:0009743","GO:0009743","response to carbohydrate","68/2037","401/20876",4.35721851013867e-06,5.70832240109763e-05,3.92361649121731e-05,"AT4G20260/AT5G20700/AT1G79040/AT2G39730/AT5G01530/AT3G60750/AT1G64860/AT4G15920/AT2G39810/AT2G35370/AT2G05620/AT4G21280/AT2G20890/AT3G11960/AT1G32230/AT3G08940/AT4G02060/AT2G23610/AT3G61220/AT4G14690/AT3G49790/AT3G55120/AT1G65960/AT3G12780/AT4G00310/AT5G20270/AT2G13600/AT1G73650/AT5G13930/AT2G38280/AT4G10340/AT1G20340/AT4G01560/AT1G60950/AT4G01050/AT5G06290/AT1G56570/AT5G14250/AT2G02560/AT4G38270/AT4G31160/AT4G25050/AT5G17050/AT1G01140/AT5G66160/AT1G06000/AT1G31930/AT4G02460/AT1G65060/AT1G06680/AT1G16610/AT1G77180/AT1G15380/AT4G21960/AT5G12860/AT5G48880/AT1G78580/AT5G16780/AT3G54890/AT3G61060/AT3G49240/AT1G74720/AT1G63970/AT3G52930/AT5G41670/AT5G57785/AT2G47400/AT4G37760",68
"GO:0006094","GO:0006094","gluconeogenesis","35/2037","164/20876",7.01353070593717e-06,8.54226122699692e-05,5.87152488375332e-05,"AT4G33070/AT5G12250/AT3G03110/AT3G60750/AT5G02500/AT5G23860/AT5G55160/AT4G14880/AT2G21790/AT2G19900/AT3G52140/AT3G11830/AT1G30580/AT5G22330/AT3G58610/AT2G29550/AT5G20720/AT3G20050/AT5G16070/AT3G22110/AT1G08110/AT5G09810/AT1G02780/AT4G27640/AT1G11840/AT5G67630/AT5G54960/AT1G29900/AT4G37910/AT4G24190/AT1G18080/AT1G64550/AT3G52930/AT5G09900/AT1G29880",35
"GO:0042737","GO:0042737","drug catabolic process","31/2037","138/20876",7.74339152312476e-06,9.35809874771434e-05,6.43229095923378e-05,"AT1G13930/AT3G60750/AT4G16155/AT3G14110/AT2G35370/AT2G30950/AT3G16950/AT2G41680/AT3G44190/AT2G35500/AT5G07800/AT3G12780/AT4G34460/AT4G39100/AT1G20340/AT5G04550/AT3G25860/AT4G01050/AT5G18860/AT1G23740/AT1G32470/AT4G32360/AT5G23120/AT3G26900/AT4G30950/AT2G21170/AT4G33950/AT4G37930/AT3G14310/AT4G04640/AT4G25130",31
"GO:0009965","GO:0009965","leaf morphogenesis","42/2037","214/20876",8.44917698050795e-06,0.000101325130097015,6.96458474992477e-05,"AT1G02730/AT5G08370/AT1G08980/AT4G20910/AT3G14110/AT5G38660/AT1G78770/AT4G37750/AT4G34090/AT3G09070/AT1G11870/AT2G35500/AT5G58230/AT2G23760/AT1G44446/AT5G24930/AT1G74850/AT1G20340/AT1G63650/AT1G27370/AT1G03680/AT3G51820/AT3G17040/AT1G48920/AT4G27440/AT2G42200/AT3G26900/AT5G52100/AT2G20000/AT5G55920/AT3G53130/AT1G05180/AT4G24770/AT5G02160/AT5G53400/AT1G55250/AT5G16780/AT1G21600/AT2G19520/AT1G16080/AT1G63970/AT4G04640",42
"GO:0043085","GO:0043085","positive regulation of catalytic activity","27/2037","116/20876",1.47669599580162e-05,0.000168041537040491,0.000115503382537537,"AT5G08370/AT5G50210/AT2G30390/AT1G44575/AT2G35370/AT2G41680/AT4G02530/AT1G52220/AT5G01410/AT5G66190/AT5G20720/AT1G03680/AT5G38520/AT2G29630/AT1G77090/AT1G31800/AT4G32330/AT5G12150/AT4G36530/AT4G30020/AT4G32260/AT5G02160/AT3G55800/AT3G51510/AT2G39930/AT4G04640/AT2G26900",27
"GO:0044093","GO:0044093","positive regulation of molecular function","27/2037","118/20876",2.05316455232708e-05,0.000225414333597037,0.000154938585194142,"AT5G08370/AT5G50210/AT2G30390/AT1G44575/AT2G35370/AT2G41680/AT4G02530/AT1G52220/AT5G01410/AT5G66190/AT5G20720/AT1G03680/AT5G38520/AT2G29630/AT1G77090/AT1G31800/AT4G32330/AT5G12150/AT4G36530/AT4G30020/AT4G32260/AT5G02160/AT3G55800/AT3G51510/AT2G39930/AT4G04640/AT2G26900",27
"GO:0007292","GO:0007292","female gamete generation","31/2037","146/20876",2.54406144957811e-05,0.000269808965979066,0.000185453244229897,"AT3G03110/AT5G53800/AT1G79150/AT1G03860/AT3G04710/AT1G03760/AT5G19300/AT3G56990/AT5G48720/AT5G22330/AT2G16570/AT5G48030/AT1G01920/AT1G06220/AT5G14250/AT1G54380/AT3G48150/AT3G62310/AT2G20000/AT4G02460/AT4G24270/AT5G17270/AT2G20140/AT3G12340/AT4G28200/AT1G15480/AT2G05120/AT3G49240/AT4G27010/AT5G15570/AT3G63400",31
"GO:0010155","GO:0010155","regulation of proton transport","20/2037","77/20876",3.48553187612508e-05,0.000343920518663228,0.00023639383410362,"AT1G79040/AT2G39730/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT5G57930/AT2G35260/AT4G23890/AT3G60320/AT4G04850/AT1G16720/AT4G10340/AT1G20340/AT1G60950/AT3G06620/AT4G25050/AT1G06680/AT3G54890/AT1G63970",20
"GO:0042135","GO:0042135","neurotransmitter catabolic process","16/2037","54/20876",3.65880447966324e-05,0.000358746929798427,0.000246584770625434,"AT3G14110/AT2G35370/AT3G22200/AT2G35500/AT1G79440/AT3G25860/AT4G01050/AT1G23740/AT1G32470/AT3G26900/AT4G30950/AT2G21170/AT4G37930/AT3G14310/AT4G04640/AT4G25130",16
"GO:0009560","GO:0009560","embryo sac egg cell differentiation","29/2037","139/20876",6.4022089416634e-05,0.000590594304145163,0.000405945107605939,"AT3G03110/AT5G53800/AT1G79150/AT1G03860/AT3G04710/AT1G03760/AT5G19300/AT3G56990/AT5G22330/AT2G16570/AT5G48030/AT1G01920/AT1G06220/AT5G14250/AT1G54380/AT3G48150/AT3G62310/AT2G20000/AT4G02460/AT4G24270/AT5G17270/AT3G12340/AT4G28200/AT1G15480/AT2G05120/AT3G49240/AT4G27010/AT5G15570/AT3G63400",29
"GO:0009735","GO:0009735","response to cytokinin","46/2037","266/20876",9.05446968731687e-05,0.000788598784498715,0.000542043524944933,"AT4G20260/AT1G52230/AT1G13930/AT1G79040/AT2G20260/AT3G25230/AT1G78990/AT5G19370/AT2G30950/AT3G08940/AT3G16640/AT1G10480/AT4G02530/AT3G51800/AT5G58070/AT3G49010/AT5G58480/AT2G36460/AT4G28750/AT5G10360/AT4G17520/AT1G78080/AT4G35000/AT5G23120/AT4G39260/AT4G25050/AT3G48990/AT4G32330/AT1G61520/AT5G02870/AT1G05180/AT3G54010/AT4G30020/AT4G32260/AT3G09260/AT5G53400/AT5G16840/AT5G42270/AT4G24820/AT4G09650/AT1G03430/AT4G37910/AT3G15150/AT1G05190/AT4G18480/AT4G25130",46
"GO:1902600","GO:1902600","proton transmembrane transport","22/2037","95/20876",9.58826778782751e-05,0.000830450526734616,0.000570810327953708,"AT1G79040/AT2G39730/AT5G01530/AT2G05620/AT4G21280/AT3G08940/AT5G57930/AT2G35260/AT4G23890/AT3G60320/AT4G04850/AT1G16720/AT1G64200/AT4G10340/AT1G20340/AT1G60950/AT3G06620/AT4G25050/AT1G06680/AT3G54890/AT1G63970/AT4G04640",22
"GO:0010228","GO:0010228","vegetative to reproductive phase transition of meristem","69/2037","449/20876",9.80885405220648e-05,0.000835628604775404,0.000574369480882726,"AT2G02760/AT3G54090/AT1G51200/AT1G16710/AT4G16280/AT2G27550/AT4G02560/AT2G39810/AT1G69670/AT3G55770/AT5G43500/AT4G33240/AT4G20400/AT2G37410/AT2G17770/AT1G66330/AT1G03160/AT2G28550/AT1G11870/AT3G16920/AT2G18915/AT2G35720/AT1G03760/AT2G36910/AT4G00310/AT2G28910/AT5G59830/AT5G01670/AT2G38280/AT2G41020/AT2G20330/AT4G01560/AT4G36050/AT3G18680/AT2G33740/AT5G14250/AT5G49460/AT5G26680/AT3G44110/AT2G02560/AT4G38270/AT1G12820/AT2G42200/AT4G31160/AT1G27650/AT5G42220/AT3G62190/AT5G52970/AT5G20520/AT1G61040/AT4G02460/AT4G10710/AT4G30580/AT5G67270/AT1G77180/AT5G62540/AT1G55250/AT5G16280/AT5G16780/AT3G13490/AT2G43410/AT2G01520/AT5G51170/AT3G49240/AT1G77080/AT1G74720/AT3G45190/AT3G48680/AT1G26440",69
"GO:0009640","GO:0009640","photomorphogenesis","41/2037","235/20876",0.000174655121372323,0.00134795710009629,0.000926518569864642,"AT2G04030/AT5G51130/AT2G39810/AT4G15090/AT3G51800/AT2G36910/AT1G77440/AT4G00310/AT5G22330/AT1G78600/AT2G38280/AT4G01560/AT3G47710/AT5G20920/AT3G20050/AT4G11110/AT1G02090/AT5G14250/AT2G26990/AT2G02560/AT4G38270/AT4G31160/AT4G26430/AT5G15840/AT4G02460/AT5G17270/AT1G05180/AT4G28200/AT5G56280/AT5G18420/AT4G24820/AT5G16780/AT4G31810/AT3G49240/AT1G74720/AT1G02110/AT5G03740/AT5G48150/AT5G60960/AT5G05470/AT5G09900",41
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","73/2037","496/20876",0.000243407676380809,0.00177323629662468,0.00121883430671748,"AT1G20440/AT3G56860/AT5G12250/AT1G13930/AT4G34830/AT1G03910/AT3G17740/AT1G72370/AT3G60750/AT5G02500/AT5G13570/AT5G11840/AT3G12140/AT3G11960/AT1G32230/AT4G14880/AT4G31300/AT1G17520/AT1G06230/AT1G72150/AT4G11570/AT5G62530/AT3G12780/AT3G11830/AT1G30580/AT5G63200/AT3G23820/AT5G59830/AT4G39100/AT5G43940/AT2G41020/AT3G58610/AT5G20720/AT5G66040/AT5G18860/AT4G32850/AT3G05880/AT3G57190/AT5G26940/AT3G24740/AT3G22110/AT3G06620/AT1G08110/AT3G26900/AT5G42220/AT2G21170/AT1G02780/AT4G26270/AT1G11840/AT4G31390/AT2G36840/AT4G24680/AT2G26670/AT1G77180/AT5G04590/AT4G24770/AT4G21710/AT4G01660/AT5G13800/AT1G16840/AT4G37910/AT4G24190/AT3G14310/AT1G18080/AT4G10070/AT3G06190/AT4G01100/AT1G64550/AT3G52930/AT3G45190/AT5G43860/AT3G57570/AT5G09900",73
"GO:0070838","GO:0070838","divalent metal ion transport","36/2037","210/20876",0.000590393537883108,0.003825103783936,0.00262918581550039,"AT1G62480/AT4G05180/AT4G20260/AT5G20700/AT2G20260/AT1G05200/AT4G38360/AT3G60750/AT2G47600/AT4G14880/AT3G22200/AT5G24930/AT1G65960/AT3G12780/AT4G23890/AT2G28910/AT1G31812/AT1G03130/AT5G67330/AT4G32530/AT3G13320/AT2G21170/AT3G55360/AT5G02160/AT5G57345/AT1G74730/AT4G21960/AT1G76100/AT1G77140/AT1G15820/AT3G23810/AT5G53010/AT5G19940/AT1G08380/AT4G12800/AT5G39510",36
"GO:0009902","GO:0009902","chloroplast relocation","21/2037","104/20876",0.000972834565011486,0.00599466042234351,0.00412043098473764,"AT4G34830/AT5G02250/AT1G65230/AT2G30950/AT2G20890/AT3G62910/AT2G01110/AT1G03160/AT1G11870/AT3G25690/AT1G12800/AT1G74850/AT5G10470/AT4G01050/AT3G51820/AT3G17040/AT1G42550/AT5G23120/AT1G21600/AT1G35680/AT5G65460",21
"GO:0051667","GO:0051667","establishment of plastid localization","21/2037","104/20876",0.000972834565011486,0.00599466042234351,0.00412043098473764,"AT4G34830/AT5G02250/AT1G65230/AT2G30950/AT2G20890/AT3G62910/AT2G01110/AT1G03160/AT1G11870/AT3G25690/AT1G12800/AT1G74850/AT5G10470/AT4G01050/AT3G51820/AT3G17040/AT1G42550/AT5G23120/AT1G21600/AT1G35680/AT5G65460",21
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","16/2037","72/20876",0.00132107421810324,0.0076849056194886,0.00528222134339785,"AT1G13930/AT3G60750/AT4G16155/AT2G30950/AT3G16950/AT2G41680/AT3G44190/AT5G07800/AT3G12780/AT4G34460/AT4G39100/AT1G20340/AT5G04550/AT4G32360/AT5G23120/AT4G33950",16
"GO:0051128","GO:0051128","regulation of cellular component organization","53/2037","360/20876",0.00160414691039341,0.00911853050961766,0.00626762368508206,"AT4G20260/AT2G33560/AT1G55540/AT5G41700/AT5G11300/AT4G01290/AT1G16710/AT3G20710/AT1G78770/AT1G70180/AT1G71790/AT2G36850/AT3G20475/AT1G69670/AT3G16640/AT3G04710/AT4G36290/AT4G33240/AT2G18470/AT1G62990/AT1G50400/AT1G67370/AT1G66050/AT1G57820/AT2G36910/AT1G75380/AT2G42890/AT5G51600/AT2G42720/AT5G01840/AT3G25500/AT4G05190/AT2G02560/AT4G38270/AT3G48150/AT3G19590/AT2G20000/AT3G17280/AT1G29400/AT2G20140/AT5G24010/AT1G22620/AT4G24820/AT1G64230/AT3G47950/AT3G53970/AT5G66750/AT5G55230/AT4G39680/AT5G33300/AT1G29150/AT5G09900/AT3G08690",53
"GO:0042742","GO:0042742","defense response to bacterium","58/2037","402/20876",0.00161431329099068,0.00911853050961766,0.00626762368508206,"AT4G20260/AT2G39730/AT5G09230/AT5G02500/AT3G63190/AT2G35370/AT2G20890/AT1G32230/AT4G03280/AT3G16640/AT4G36290/AT4G02530/AT1G02860/AT5G56030/AT1G79210/AT1G07360/AT1G78410/AT3G23400/AT3G12780/AT4G24180/AT4G19660/AT3G14150/AT2G33800/AT5G66190/AT3G29090/AT4G36690/AT1G60950/AT1G03680/AT4G01050/AT5G06290/AT4G16890/AT3G52960/AT1G23740/AT1G80600/AT5G67330/AT3G29320/AT5G13160/AT5G52100/AT1G10170/AT2G25000/AT1G06680/AT4G33950/AT4G03960/AT4G32260/AT5G61410/AT1G31280/AT3G55800/AT5G52640/AT2G25110/AT5G56360/AT4G09650/AT1G35680/AT4G37930/AT3G14310/AT1G64550/AT5G24530/AT5G45110/AT3G60190",58
