Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Supp,GO:0042594,response to starvation,65/1687,302/20876,1.9781134437278848e-13,1.5956781779404937e-11,1.3592299978831957e-11,AT4G19680/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT1G55920/AT4G00430/AT3G51770/AT5G43350/AT3G02050/AT5G10580/AT1G78380/AT5G26010/AT1G21400/AT2G42600/AT2G21045/AT2G22240/AT1G68740/AT1G32450/AT2G29330/AT2G30550/AT1G20620/AT4G05200/AT3G56970/AT3G17790/AT2G05940/AT3G18290/AT4G31240/AT5G54730/AT1G09090/AT2G03260/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT4G25350/AT1G71040/AT5G45380/AT3G56980/AT3G01420/AT1G73220/AT3G25710/AT3G25930/AT3G55880/AT5G13080/AT1G51830/AT4G02380/AT5G41080/AT1G02310/AT4G30670/AT4G17650/AT3G14940/AT4G23180/AT5G40510/AT3G11670/AT3G09220/AT2G34500/AT1G68880/AT3G49860/AT1G64660/AT5G05400/AT1G77330/AT3G23190/AT2G39110,65
Supp,GO:0098754,detoxification,54/1687,226/20876,2.6894716594186087e-13,2.0553225523556947e-11,1.750764099621532e-11,AT1G17180/AT3G13610/AT4G02520/AT1G10370/AT2G41380/AT5G62480/AT2G15490/AT5G16970/AT5G38710/AT1G78380/AT2G15480/AT2G29420/AT2G36950/AT4G03320/AT1G23550/AT5G66690/AT1G30400/AT5G16980/AT2G29450/AT4G01870/AT3G50910/AT1G17170/AT1G63440/AT5G14730/AT1G05680/AT4G21120/AT3G47780/AT2G29490/AT2G31945/AT1G49860/AT1G74590/AT4G15610/AT1G27140/AT1G68620/AT3G28740/AT1G59700/AT5G01380/AT2G30140/AT3G24520/AT2G47000/AT1G05560/AT5G12110/AT2G34500/AT1G75270/AT1G30700/AT4G25390/AT3G24170/AT2G33150/AT1G50090/AT4G20860/AT4G32070/AT3G08690/AT3G28210/AT2G47730,54
Supp,GO:0031669,cellular response to nutrient levels,66/1687,312/20876,3.0268351373119477e-13,2.197482309688474e-11,1.8718585717587045e-11,AT4G19680/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT1G55920/AT4G00430/AT3G08860/AT3G51770/AT5G43350/AT3G02050/AT5G10580/AT1G78380/AT5G26010/AT1G21400/AT2G42600/AT2G21045/AT2G22240/AT1G68740/AT1G32450/AT2G29330/AT2G30550/AT1G20620/AT4G05200/AT3G56970/AT3G17790/AT2G05940/AT3G18290/AT4G31240/AT5G54730/AT1G09090/AT2G03260/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT4G25350/AT1G71040/AT5G45380/AT3G56980/AT3G01420/AT1G73220/AT3G25710/AT3G25930/AT3G55880/AT5G13080/AT1G51830/AT4G02380/AT5G41080/AT1G02310/AT4G30670/AT4G17650/AT3G14940/AT4G23180/AT5G40510/AT3G11670/AT3G09220/AT2G34500/AT1G68880/AT3G49860/AT1G64660/AT5G05400/AT1G77330/AT3G23190/AT2G39110,66
Supp,GO:0015849,organic acid transport,61/1687,280/20876,6.253328716498033e-13,4.017808253234373e-11,3.422447946607502e-11,AT2G19190/AT3G46280/AT5G39580/AT1G64380/AT2G38870/AT1G51800/AT1G66160/AT4G01700/AT2G39210/AT4G20460/AT4G31730/AT1G76520/AT3G54140/AT5G63850/AT1G10370/AT5G24230/AT5G16970/AT3G43270/AT1G48640/AT4G13510/AT1G74010/AT1G51790/AT3G53670/AT5G17000/AT5G55050/AT4G37900/AT3G56200/AT1G09070/AT5G40780/AT5G01340/AT1G44800/AT3G30390/AT2G17720/AT4G21120/AT5G50200/AT2G39380/AT3G04070/AT1G58360/AT5G49520/AT5G57685/AT4G15610/AT5G54300/AT5G59510/AT1G51620/AT4G12480/AT5G09220/AT2G24762/AT2G47000/AT4G17650/AT1G71960/AT3G01760/AT1G30700/AT3G21690/AT4G34230/AT4G12470/AT5G49630/AT4G20860/AT3G04010/AT1G17500/AT1G61270/AT5G48430,61
Supp,GO:0046942,carboxylic acid transport,61/1687,280/20876,6.253328716498033e-13,4.017808253234373e-11,3.422447946607502e-11,AT2G19190/AT3G46280/AT5G39580/AT1G64380/AT2G38870/AT1G51800/AT1G66160/AT4G01700/AT2G39210/AT4G20460/AT4G31730/AT1G76520/AT3G54140/AT5G63850/AT1G10370/AT5G24230/AT5G16970/AT3G43270/AT1G48640/AT4G13510/AT1G74010/AT1G51790/AT3G53670/AT5G17000/AT5G55050/AT4G37900/AT3G56200/AT1G09070/AT5G40780/AT5G01340/AT1G44800/AT3G30390/AT2G17720/AT4G21120/AT5G50200/AT2G39380/AT3G04070/AT1G58360/AT5G49520/AT5G57685/AT4G15610/AT5G54300/AT5G59510/AT1G51620/AT4G12480/AT5G09220/AT2G24762/AT2G47000/AT4G17650/AT1G71960/AT3G01760/AT1G30700/AT3G21690/AT4G34230/AT4G12470/AT5G49630/AT4G20860/AT3G04010/AT1G17500/AT1G61270/AT5G48430,61
Supp,GO:0015711,organic anion transport,64/1687,302/20876,6.36429681986161e-13,4.017808253234373e-11,3.422447946607502e-11,AT2G19190/AT3G46280/AT5G39580/AT1G64380/AT2G38870/AT1G51800/AT1G66160/AT4G01700/AT2G39210/AT4G20460/AT5G12170/AT4G31730/AT1G76520/AT3G54140/AT5G63850/AT1G10370/AT5G24230/AT5G16970/AT3G43270/AT1G48640/AT4G13510/AT1G74010/AT1G51790/AT3G53670/AT5G17000/AT5G55050/AT4G37900/AT3G56200/AT4G23010/AT1G09070/AT5G40780/AT5G01340/AT1G44800/AT3G30390/AT2G17720/AT4G21120/AT5G50200/AT2G39380/AT3G04070/AT1G58360/AT5G49520/AT5G57685/AT4G15610/AT5G54300/AT5G59510/AT1G51620/AT4G12480/AT5G09220/AT2G24762/AT2G47000/AT4G17650/AT1G71960/AT3G01760/AT1G30700/AT3G21690/AT4G34230/AT4G12470/AT1G30560/AT5G49630/AT4G20860/AT3G04010/AT1G17500/AT1G61270/AT5G48430,64
Supp,GO:0031668,cellular response to extracellular stimulus,69/1687,349/20876,2.560656782897575e-12,1.5491973536530328e-10,1.3196367192564257e-10,AT4G19680/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT1G55920/AT4G00430/AT3G08860/AT3G51770/AT5G43350/AT3G02050/AT5G10580/AT1G78380/AT5G26010/AT1G21400/AT2G42600/AT5G57660/AT2G21045/AT2G22240/AT1G68740/AT1G32450/AT2G29330/AT2G30550/AT1G20620/AT4G05200/AT3G56970/AT3G17790/AT2G05940/AT3G18290/AT4G31240/AT5G54730/AT1G09090/AT1G05680/AT2G03260/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT4G25350/AT1G71040/AT5G45380/AT3G56980/AT3G01420/AT1G73220/AT3G25710/AT3G25930/AT3G55880/AT5G13080/AT1G51830/AT4G02380/AT5G41080/AT1G02310/AT4G30670/AT4G17650/AT3G14940/AT4G23180/AT5G40510/AT3G11670/AT3G09220/AT2G34500/AT1G68880/AT3G49860/AT1G64660/AT5G05400/AT1G77330/AT3G23190/AT4G36250/AT2G39110,69
Supp,GO:0071496,cellular response to external stimulus,69/1687,350/20876,2.94344025499563e-12,1.709550100101462e-10,1.4562283366820486e-10,AT4G19680/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT1G55920/AT4G00430/AT3G08860/AT3G51770/AT5G43350/AT3G02050/AT5G10580/AT1G78380/AT5G26010/AT1G21400/AT2G42600/AT5G57660/AT2G21045/AT2G22240/AT1G68740/AT1G32450/AT2G29330/AT2G30550/AT1G20620/AT4G05200/AT3G56970/AT3G17790/AT2G05940/AT3G18290/AT4G31240/AT5G54730/AT1G09090/AT1G05680/AT2G03260/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT4G25350/AT1G71040/AT5G45380/AT3G56980/AT3G01420/AT1G73220/AT3G25710/AT3G25930/AT3G55880/AT5G13080/AT1G51830/AT4G02380/AT5G41080/AT1G02310/AT4G30670/AT4G17650/AT3G14940/AT4G23180/AT5G40510/AT3G11670/AT3G09220/AT2G34500/AT1G68880/AT3G49860/AT1G64660/AT5G05400/AT1G77330/AT3G23190/AT4G36250/AT2G39110,69
Supp,GO:0031667,response to nutrient levels,67/1687,335/20876,3.076301806809929e-12,1.7179962398030835e-10,1.4634229242921729e-10,AT4G19680/AT5G51060/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT1G55920/AT4G00430/AT3G08860/AT3G51770/AT5G43350/AT3G02050/AT5G10580/AT1G78380/AT5G26010/AT1G21400/AT2G42600/AT2G21045/AT2G22240/AT1G68740/AT1G32450/AT2G29330/AT2G30550/AT1G20620/AT4G05200/AT3G56970/AT3G17790/AT2G05940/AT3G18290/AT4G31240/AT5G54730/AT1G09090/AT2G03260/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT4G25350/AT1G71040/AT5G45380/AT3G56980/AT3G01420/AT1G73220/AT3G25710/AT3G25930/AT3G55880/AT5G13080/AT1G51830/AT4G02380/AT5G41080/AT1G02310/AT4G30670/AT4G17650/AT3G14940/AT4G23180/AT5G40510/AT3G11670/AT3G09220/AT2G34500/AT1G68880/AT3G49860/AT1G64660/AT5G05400/AT1G77330/AT3G23190/AT2G39110,67
Supp,GO:0009991,response to extracellular stimulus,70/1687,373/20876,2.2204331906243076e-11,1.194099626957961e-9,1.0171575044770219e-9,AT4G19680/AT5G51060/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT1G55920/AT4G00430/AT3G08860/AT3G51770/AT5G43350/AT3G02050/AT5G10580/AT1G78380/AT5G26010/AT1G21400/AT2G42600/AT5G57660/AT2G21045/AT2G22240/AT1G68740/AT1G32450/AT2G29330/AT2G30550/AT1G20620/AT4G05200/AT3G56970/AT3G17790/AT2G05940/AT3G18290/AT4G31240/AT5G54730/AT1G09090/AT1G05680/AT2G03260/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT4G25350/AT1G71040/AT5G45380/AT3G56980/AT3G01420/AT1G73220/AT3G25710/AT3G25930/AT3G55880/AT5G13080/AT1G51830/AT4G02380/AT5G41080/AT1G02310/AT4G30670/AT4G17650/AT3G14940/AT4G23180/AT5G40510/AT3G11670/AT3G09220/AT2G34500/AT1G68880/AT3G49860/AT1G64660/AT5G05400/AT1G77330/AT3G23190/AT4G36250/AT2G39110,70
Supp,GO:0042546,cell wall biogenesis,66/1687,347/20876,4.536023066805865e-11,2.35225196178647e-9,2.0036943998108617e-9,AT5G16600/AT4G12350/AT1G58070/AT5G16910/AT2G33460/AT1G32100/AT2G45890/AT2G45470/AT1G70500/AT1G28470/AT1G79620/AT4G35350/AT1G19300/AT1G63450/AT5G03170/AT1G08340/AT5G48920/AT1G75500/AT5G60020/AT3G45700/AT1G70370/AT4G22680/AT3G27200/AT4G05200/AT3G15050/AT4G37940/AT5G60720/AT1G49660/AT5G44030/AT2G03200/AT5G60490/AT5G12870/AT4G28500/AT5G15630/AT5G64740/AT3G16370/AT1G17950/AT5G60920/AT2G37090/AT5G01360/AT1G33280/AT5G40020/AT5G45970/AT4G08160/AT1G09440/AT1G75620/AT1G43790/AT4G27435/AT3G62020/AT5G19870/AT5G26330/AT5G67230/AT3G59690/AT1G33800/AT1G31420/AT2G38080/AT4G20170/AT3G44990/AT3G52900/AT1G05560/AT5G17420/AT5G05170/AT3G56230/AT4G08685/AT3G18660/AT5G03260,66
Supp,GO:0010106,cellular response to iron ion starvation,33/1687,116/20876,8.54711756403629e-11,4.279453345855411e-9,3.6453223730463304e-9,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G00430/AT5G10580/AT5G26010/AT2G21045/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G18290/AT1G09090/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT3G56980/AT3G01420/AT3G25930/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G77330/AT3G23190/AT2G39110,33
Supp,GO:0048878,chemical homeostasis,70/1687,387/20876,1.2434253351917e-10,6.018178622327828e-9,5.126402697720167e-9,AT4G25220/AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G05180/AT5G13740/AT4G00430/AT2G24720/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT3G47420/AT2G21045/AT5G11180/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT2G23170/AT3G17790/AT3G18290/AT1G44800/AT5G63530/AT5G24800/AT5G24930/AT5G54510/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT4G16370/AT1G62280/AT1G28130/AT2G39380/AT5G10180/AT5G17820/AT5G24270/AT3G56240/AT5G02600/AT3G56980/AT5G27100/AT5G66570/AT5G28770/AT3G01420/AT3G01290/AT5G24030/AT3G25930/AT5G09220/AT4G37390/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G57330/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G66200/AT1G30560/AT1G64060/AT2G26690/AT1G77330/AT3G23190/AT2G39110/AT4G27260,70
Supp,GO:0044036,cell wall macromolecule metabolic process,60/1687,309/20876,1.4635244923915896e-10,6.8549598804922196e-9,5.839189400883253e-9,AT3G55720/AT5G57540/AT2G17120/AT5G57530/AT3G19200/AT5G16600/AT1G58070/AT3G26770/AT4G23410/AT1G32100/AT2G45890/AT3G52790/AT1G70500/AT1G79620/AT4G35350/AT1G19300/AT1G08340/AT5G60020/AT3G45700/AT2G03090/AT3G27200/AT4G05200/AT3G15050/AT2G19590/AT4G37940/AT5G60720/AT5G44030/AT2G03200/AT1G11580/AT5G12870/AT4G28500/AT5G15630/AT2G37090/AT5G01360/AT5G40020/AT5G45970/AT4G08160/AT1G09440/AT1G75620/AT4G27435/AT3G62020/AT5G05940/AT5G62150/AT5G19870/AT5G26330/AT1G78120/AT5G67230/AT3G59690/AT1G33800/AT2G38080/AT3G44990/AT3G52900/AT5G17420/AT4G02290/AT3G56230/AT1G33440/AT3G18660/AT3G54260/AT5G64570/AT5G03260,60
Supp,GO:0009408,response to heat,58/1687,298/20876,2.69080444808023e-10,1.2209525183164043e-8,1.040031324504694e-8,AT1G43160/AT5G59720/AT4G23450/AT5G56010/AT1G07890/AT3G09350/AT2G22240/AT1G53540/AT5G12030/AT5G04250/AT5G48570/AT5G13200/AT3G09440/AT4G25380/AT3G04710/AT2G20560/AT5G05410/AT1G77000/AT4G12400/AT1G09090/AT1G74310/AT2G47180/AT2G38340/AT5G51440/AT5G04890/AT2G36220/AT1G14200/AT5G12020/AT2G44660/AT1G59860/AT2G27140/AT5G67030/AT3G11020/AT3G10300/AT4G26850/AT2G25140/AT5G49910/AT2G29500/AT5G59820/AT5G10230/AT5G64510/AT1G01470/AT3G12580/AT2G19310/AT3G46230/AT5G52640/AT5G10695/AT1G07400/AT5G20970/AT3G25230/AT3G24500/AT4G23493/AT5G09590/AT4G37370/AT3G04010/AT1G30070/AT3G08690/AT3G28210,58
Supp,GO:0006875,cellular metal ion homeostasis,44/1687,195/20876,3.1223294610822924e-10,1.3738249628762086e-8,1.1702510739303647e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G00430/AT2G24720/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT2G21045/AT5G11180/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G18290/AT5G63530/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT4G16370/AT2G39380/AT5G17820/AT5G24270/AT3G56240/AT3G56980/AT5G27100/AT3G01420/AT3G25930/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G77330/AT3G23190/AT2G39110,44
Supp,GO:0046916,cellular transition metal ion homeostasis,38/1687,154/20876,3.304211998378773e-10,1.4110928887194053e-8,1.2019966247972317e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G00430/AT3G21180/AT5G10580/AT5G26010/AT2G21045/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G18290/AT5G63530/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT2G39380/AT5G17820/AT3G56240/AT3G56980/AT3G01420/AT3G25930/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G77330/AT3G23190/AT2G39110,38
Supp,GO:0019725,cellular homeostasis,60/1687,317/20876,4.213226095849122e-10,1.7478869403351215e-8,1.488884409811344e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G05180/AT4G00430/AT2G24720/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT2G21045/AT5G11180/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G17790/AT3G18290/AT5G63530/AT5G24800/AT5G24930/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT5G54290/AT2G47160/AT4G16370/AT1G62280/AT2G39380/AT5G10180/AT5G17820/AT5G24270/AT3G56240/AT1G76080/AT3G56980/AT5G27100/AT5G66570/AT5G28770/AT3G01420/AT3G01290/AT5G24030/AT3G25930/AT5G09220/AT1G51830/AT5G15230/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G66200/AT2G26690/AT1G77330/AT3G23190/AT2G39110,60
Supp,GO:0045491,xylan metabolic process,42/1687,186/20876,7.66940455568427e-10,3.093326504125989e-8,2.6349562435464966e-8,AT5G16600/AT1G58070/AT1G32100/AT2G45890/AT1G70500/AT1G79620/AT4G35350/AT1G19300/AT1G08340/AT5G60020/AT3G45700/AT3G27200/AT4G05200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT2G37090/AT5G01360/AT5G40020/AT5G45970/AT4G08160/AT1G09440/AT1G75620/AT4G27435/AT3G62020/AT5G19870/AT5G26330/AT5G67230/AT3G59690/AT1G33800/AT2G38080/AT3G52900/AT5G17420/AT3G56230/AT3G18660/AT5G64570/AT5G03260,42
Supp,GO:0010410,hemicellulose metabolic process,44/1687,201/20876,8.684552281596968e-10,3.408099976453729e-8,2.903086466821177e-8,AT5G57540/AT5G57530/AT5G16600/AT1G58070/AT1G32100/AT2G45890/AT1G70500/AT1G79620/AT4G35350/AT1G19300/AT1G08340/AT5G60020/AT3G45700/AT3G27200/AT4G05200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT2G37090/AT5G01360/AT5G40020/AT5G45970/AT4G08160/AT1G09440/AT1G75620/AT4G27435/AT3G62020/AT5G19870/AT5G26330/AT5G67230/AT3G59690/AT1G33800/AT2G38080/AT3G52900/AT5G17420/AT3G56230/AT3G18660/AT5G64570/AT5G03260,44
Supp,GO:0055082,cellular chemical homeostasis,57/1687,300/20876,9.893534275526175e-10,3.737299256609104e-8,3.183504876406914e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G05180/AT4G00430/AT2G24720/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT2G21045/AT5G11180/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G17790/AT3G18290/AT5G63530/AT5G24800/AT5G24930/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT4G16370/AT1G62280/AT2G39380/AT5G10180/AT5G17820/AT5G24270/AT3G56240/AT3G56980/AT5G27100/AT5G66570/AT5G28770/AT3G01420/AT3G01290/AT5G24030/AT3G25930/AT5G09220/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G66200/AT2G26690/AT1G77330/AT3G23190/AT2G39110,57
Supp,GO:0006826,iron ion transport,32/1687,120/20876,1.003820048262776e-9,3.737299256609104e-8,3.183504876406914e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G00430/AT5G10580/AT5G26010/AT1G80830/AT2G21045/AT1G32450/AT2G29330/AT4G05200/AT1G09090/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT3G01420/AT3G25930/AT2G28160/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G77330/AT3G23190/AT2G39110,32
Supp,GO:0006879,cellular iron ion homeostasis,33/1687,127/20876,1.1443295532484404e-9,4.153916278291838e-8,3.538387434386625e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G00430/AT5G10580/AT5G26010/AT2G21045/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G18290/AT1G09090/AT5G48000/AT2G32270/AT2G47160/AT2G39380/AT5G17820/AT3G56980/AT3G01420/AT3G25930/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G77330/AT3G23190/AT2G39110,33
Supp,GO:0098771,inorganic ion homeostasis,50/1687,248/20876,1.3049908358920729e-9,4.534839500983334e-8,3.8628653136547905e-8,AT4G25220/AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT5G13740/AT4G00430/AT2G24720/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT3G47420/AT2G21045/AT5G11180/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G17790/AT3G18290/AT5G63530/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT4G16370/AT2G39380/AT5G17820/AT5G24270/AT3G56240/AT5G02600/AT3G56980/AT5G27100/AT3G01420/AT3G25930/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G30560/AT1G77330/AT3G23190/AT2G39110,50
Supp,GO:0010413,glucuronoxylan metabolic process,41/1687,182/20876,1.311730434168733e-9,4.534839500983334e-8,3.8628653136547905e-8,AT5G16600/AT1G58070/AT1G32100/AT2G45890/AT1G70500/AT1G79620/AT4G35350/AT1G19300/AT1G08340/AT5G60020/AT3G45700/AT3G27200/AT4G05200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT2G37090/AT5G01360/AT5G40020/AT5G45970/AT4G08160/AT1G09440/AT1G75620/AT4G27435/AT3G62020/AT5G19870/AT5G26330/AT5G67230/AT3G59690/AT1G33800/AT2G38080/AT3G52900/AT5G17420/AT3G56230/AT3G18660/AT5G03260,41
Supp,GO:0050801,ion homeostasis,62/1687,343/20876,1.4604848544450515e-9,4.931683741056314e-8,4.200905028085521e-8,AT4G25220/AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G05180/AT5G13740/AT4G00430/AT2G24720/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT3G47420/AT2G21045/AT5G11180/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G17790/AT3G18290/AT1G44800/AT5G63530/AT5G24930/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT4G16370/AT1G62280/AT2G39380/AT5G10180/AT5G17820/AT5G24270/AT3G56240/AT5G02600/AT3G56980/AT5G27100/AT5G66570/AT3G01420/AT3G01290/AT5G24030/AT3G25930/AT5G09220/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G57330/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G66200/AT1G30560/AT2G26690/AT1G77330/AT3G23190/AT2G39110,62
Supp,GO:0045492,xylan biosynthetic process,41/1687,183/20876,1.5604279041681357e-9,5.096391964768145e-8,4.341206726549638e-8,AT5G16600/AT1G58070/AT1G32100/AT2G45890/AT1G70500/AT1G79620/AT4G35350/AT1G19300/AT1G08340/AT5G60020/AT3G45700/AT3G27200/AT4G05200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT2G37090/AT5G01360/AT5G40020/AT5G45970/AT4G08160/AT1G09440/AT1G75620/AT4G27435/AT3G62020/AT5G19870/AT5G26330/AT5G67230/AT3G59690/AT1G33800/AT2G38080/AT3G52900/AT5G17420/AT3G56230/AT3G18660/AT5G03260,41
Supp,GO:0055076,transition metal ion homeostasis,40/1687,176/20876,1.579460319659549e-9,5.096391964768145e-8,4.341206726549638e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT5G13740/AT4G00430/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT2G21045/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G18290/AT5G63530/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT2G39380/AT5G17820/AT3G56240/AT3G56980/AT3G01420/AT3G25930/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G77330/AT3G23190/AT2G39110,40
Supp,GO:0009834,plant-type secondary cell wall biogenesis,20/1687,53/20876,1.899077832537922e-9,5.994480462706658e-8,5.106216140119128e-8,AT5G16600/AT4G12350/AT1G28470/AT5G03170/AT5G48920/AT1G75500/AT4G22680/AT5G44030/AT5G60490/AT5G12870/AT4G28500/AT5G15630/AT1G17950/AT2G37090/AT1G33280/AT1G43790/AT2G38080/AT5G17420/AT5G05170/AT3G18660,20
Supp,GO:0006873,cellular ion homeostasis,55/1687,291/20876,2.3636108907524567e-9,7.302048964622484e-8,6.220028659874887e-8,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT4G05180/AT4G00430/AT2G24720/AT3G21180/AT5G10580/AT5G26010/AT1G80830/AT2G21045/AT5G11180/AT1G32450/AT2G29330/AT4G05200/AT3G56970/AT3G17790/AT3G18290/AT5G63530/AT5G24930/AT1G09090/AT3G22910/AT5G48000/AT2G32270/AT2G41560/AT2G47160/AT4G16370/AT1G62280/AT2G39380/AT5G10180/AT5G17820/AT5G24270/AT3G56240/AT3G56980/AT5G27100/AT5G66570/AT3G01420/AT3G01290/AT5G24030/AT3G25930/AT5G09220/AT1G51830/AT4G30670/AT3G14940/AT5G40510/AT3G09220/AT1G68880/AT3G49860/AT5G05400/AT1G66200/AT2G26690/AT1G77330/AT3G23190/AT2G39110,55
Supp,GO:0012501,programmed cell death,74/1687,448/20876,2.5609956505271043e-9,7.74701184284449e-8,6.599056774932779e-8,AT2G19190/AT1G76970/AT5G25440/AT3G13610/AT2G41100/AT4G25110/AT1G33590/AT4G14365/AT5G35735/AT3G50700/AT5G38710/AT4G13510/AT1G28480/AT2G26530/AT3G18280/AT5G60900/AT4G35350/AT1G19300/AT4G12720/AT5G41400/AT1G73805/AT1G32230/AT1G64370/AT2G30550/AT1G19250/AT1G09070/AT2G39730/AT5G40780/AT4G01070/AT2G03760/AT2G05940/AT3G07040/AT3G55470/AT5G24930/AT5G66190/AT4G21120/AT1G20850/AT1G07000/AT2G04450/AT2G41560/AT5G50200/AT5G06290/AT3G28910/AT3G47480/AT1G10470/AT3G56240/AT5G66570/AT3G01290/AT4G19840/AT3G13950/AT4G12480/AT1G14790/AT5G25930/AT5G09220/AT5G25890/AT4G35600/AT4G02380/AT1G01560/AT5G10695/AT3G57330/AT3G52430/AT4G34230/AT5G58670/AT4G25390/AT4G37930/AT4G12470/AT3G27060/AT1G64060/AT1G53230/AT1G28190/AT1G67870/AT3G19030/AT5G26920/AT3G28210,74
