Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
cluster1,GO:0009683,indoleacetic acid metabolic process,12/678,110/20876,2.4058918063695378e-4,0.006093060877061457,0.005353624607074442,AT3G53180/AT1G51800/AT5G23010/AT4G13770/AT1G70560/AT5G17990/AT4G14880/AT2G38860/AT4G31500/AT4G39940/AT2G04400/AT2G46650,12
cluster1,GO:0043067,regulation of programmed cell death,27/678,396/20876,2.5527637815656826e-4,0.006318090359375065,0.005551345161347382,AT5G25440/AT4G18950/AT2G41100/AT1G33600/AT3G48090/AT5G64120/AT4G25110/AT4G14365/AT4G36480/AT4G37640/AT5G60900/AT4G39670/AT4G34390/AT4G12720/AT1G73805/AT5G40780/AT3G55470/AT1G79330/AT2G30930/AT1G07000/AT2G04450/AT1G61740/AT3G01290/AT4G35600/AT4G23810/AT3G57330/AT1G53230,27
cluster1,GO:0006857,oligopeptide transport,12/678,112/20876,2.848809982122178e-4,0.0068941201567356706,0.006057469646196632,AT3G46280/AT1G51850/AT1G51800/AT1G05700/AT5G12170/AT5G46050/AT1G53380/AT1G51790/AT4G10770/AT5G44910/AT5G53550/AT5G48430,12
cluster1,GO:0042430,indole-containing compound metabolic process,14/678,147/20876,3.17439234832763e-4,0.007515028842019107,0.0066030266467501505,AT3G53180/AT1G51800/AT5G23010/AT4G13770/AT1G70560/AT5G17990/AT4G14880/AT2G38860/AT4G31500/AT4G39940/AT2G04400/AT4G37400/AT5G05590/AT2G46650,14
cluster1,GO:0009627,systemic acquired resistance,29/678,446/20876,3.38170080110297e-4,0.0076928983301520325,0.0067593104075281026,AT5G25440/AT5G60950/AT1G33600/AT3G48090/AT4G09570/AT2G46370/AT4G14365/AT5G44580/AT5G17990/AT4G37640/AT2G38860/AT5G60900/AT2G04400/AT2G04430/AT4G34390/AT4G12720/AT1G73805/AT2G16060/AT2G17720/AT1G07000/AT2G04450/AT1G49860/AT1G10340/AT5G62150/AT4G39890/AT4G04700/AT4G35600/AT4G23810/AT1G53230,29
cluster1,GO:0046189,phenol-containing compound biosynthetic process,18/678,221/20876,3.390809181334229e-4,0.0076928983301520325,0.0067593104075281026,AT5G25440/AT5G60950/AT3G48090/AT4G09570/AT4G14365/AT4G37640/AT4G39670/AT2G04430/AT4G34390/AT4G12720/AT1G73805/AT5G48100/AT1G07000/AT2G04450/AT1G10340/AT4G39890/AT4G35600/AT4G23810,18
cluster1,GO:0010941,regulation of cell death,27/678,404/20876,3.4996426022591967e-4,0.007777777130327072,0.0068338885616618895,AT5G25440/AT4G18950/AT2G41100/AT1G33600/AT3G48090/AT5G64120/AT4G25110/AT4G14365/AT4G36480/AT4G37640/AT5G60900/AT4G39670/AT4G34390/AT4G12720/AT1G73805/AT5G40780/AT3G55470/AT1G79330/AT2G30930/AT1G07000/AT2G04450/AT1G61740/AT3G01290/AT4G35600/AT4G23810/AT3G57330/AT1G53230,27
cluster1,GO:0016999,antibiotic metabolic process,30/678,470/20876,3.6701099321538523e-4,0.00799349943223109,0.0070234314280586355,AT5G25440/AT5G36880/AT5G60950/AT1G33600/AT3G48090/AT4G09570/AT4G14365/AT4G37640/AT5G60900/AT4G39670/AT2G04430/AT4G34390/AT4G12720/AT1G73805/AT2G16060/AT1G07000/AT2G04450/AT1G49860/AT1G10340/AT1G63940/AT2G17130/AT4G39890/AT4G04700/AT4G35600/AT4G23810/AT5G16280/AT4G18640/AT1G66200/AT2G46600/AT1G53230,30
cluster1,GO:0050801,ion homeostasis,24/678,343/20876,3.8026289669085614e-4,0.008021749935439765,0.007048253531791356,AT4G25220/AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT2G26820/AT3G21180/AT5G26010/AT2G21045/AT2G29330/AT2G32270/AT5G17820/AT1G68150/AT5G27100/AT3G01290/AT1G51830/AT4G30670/AT3G57330/AT1G23020/AT5G05400/AT1G66200/AT1G30560/AT3G23190/AT4G25090,24
cluster1,GO:0030003,cellular cation homeostasis,21/678,282/20876,3.8304040095763804e-4,0.008021749935439765,0.007048253531791356,AT4G19680/AT1G12740/AT4G02270/AT4G26010/AT2G26820/AT3G21180/AT5G26010/AT2G21045/AT2G29330/AT2G32270/AT5G17820/AT1G68150/AT5G27100/AT3G01290/AT1G51830/AT4G30670/AT1G23020/AT5G05400/AT1G66200/AT3G23190/AT4G25090,21
cluster1,GO:0042435,indole-containing compound biosynthetic process,13/678,133/20876,3.998769860706994e-4,0.008216340336433803,0.0072192290037391416,AT3G53180/AT1G51800/AT5G23010/AT4G13770/AT1G70560/AT5G17990/AT4G14880/AT2G38860/AT4G31500/AT4G39940/AT2G04400/AT5G05590/AT2G46650,13
cluster1,GO:0010105,negative regulation of ethylene-activated signaling pathway,4/678,12/20876,4.432230740294319e-4,0.008775816865782752,0.007710809077373274,AT2G26070/AT3G23150/AT2G40940/AT5G25350,4
cluster1,GO:0070298,negative regulation of phosphorelay signal transduction system,4/678,12/20876,4.432230740294319e-4,0.008775816865782752,0.007710809077373274,AT2G26070/AT3G23150/AT2G40940/AT5G25350,4
cluster1,GO:0031668,cellular response to extracellular stimulus,24/678,349/20876,4.878697998983783e-4,0.009487325215880965,0.008335970829090714,AT4G19680/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT5G57910/AT2G26820/AT5G26010/AT1G21400/AT3G49630/AT2G21045/AT2G29330/AT2G03260/AT2G32270/AT5G17820/AT1G68150/AT3G13450/AT1G51830/AT4G30670/AT1G23020/AT5G05400/AT3G23190/AT4G36250/AT4G25090,24
cluster1,GO:0009697,salicylic acid biosynthetic process,17/678,209/20876,4.981041869261617e-4,0.00951641157127351,0.008361527348400387,AT5G25440/AT5G60950/AT3G48090/AT4G09570/AT4G14365/AT4G37640/AT4G39670/AT2G04430/AT4G34390/AT4G12720/AT1G73805/AT1G07000/AT2G04450/AT1G10340/AT4G39890/AT4G35600/AT4G23810,17
cluster1,GO:0071496,cellular response to external stimulus,24/678,350/20876,5.081831079317148e-4,0.009541575940304093,0.00838363784228546,AT4G19680/AT3G62680/AT1G12740/AT4G02270/AT4G26010/AT5G57910/AT2G26820/AT5G26010/AT1G21400/AT3G49630/AT2G21045/AT2G29330/AT2G03260/AT2G32270/AT5G17820/AT1G68150/AT3G13450/AT1G51830/AT4G30670/AT1G23020/AT5G05400/AT3G23190/AT4G36250/AT4G25090,24
cluster8,GO:0009407,toxin catabolic process,49/942,211/20876,9.691570671338349e-22,7.879712170847338e-19,6.727080526171932e-19,AT1G17180/AT2G41380/AT2G15490/AT5G16970/AT5G38710/AT1G78380/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT2G47000/AT2G36950/AT4G03320/AT1G23550/AT5G66690/AT1G30400/AT1G78340/AT5G16980/AT2G29450/AT4G01870/AT3G50910/AT1G17170/AT5G14730/AT1G77450/AT1G05680/AT5G48180/AT4G21120/AT2G29490/AT2G31945/AT4G15610/AT1G68620/AT3G28740/AT5G01380/AT2G31570/AT2G30140/AT1G05560/AT2G34500/AT1G30700/AT4G25390/AT3G24170/AT2G02390/AT5G62480/AT3G05630/AT2G33150/AT4G20860/AT4G32070/AT3G08690/AT3G28210/AT2G47730,49
cluster8,GO:0009636,response to toxic substance,71/942,430/20876,1.2805072224873678e-21,7.879712170847338e-19,6.727080526171932e-19,AT1G17180/AT2G41380/AT2G15490/AT5G16970/AT5G38710/AT1G78380/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT1G16030/AT2G47000/AT2G36950/AT4G03320/AT1G23550/AT2G22240/AT1G53540/AT5G66690/AT5G12030/AT1G30400/AT1G78340/AT5G16980/AT4G25380/AT2G29450/AT4G01870/AT3G07150/AT3G50910/AT4G01070/AT1G17170/AT3G17790/AT5G14730/AT4G08230/AT1G77450/AT4G12400/AT1G05680/AT5G48180/AT4G21120/AT2G47180/AT5G04890/AT3G46930/AT2G46240/AT2G29490/AT5G12020/AT2G31945/AT4G15610/AT2G27140/AT1G68620/AT3G28740/AT2G29500/AT5G01380/AT2G31570/AT2G30140/AT5G64510/AT1G52560/AT1G05560/AT2G34500/AT1G30700/AT4G25390/AT3G24170/AT5G07340/AT2G02390/AT5G62480/AT3G05630/AT3G23560/AT2G33150/AT4G20860/AT4G32070/AT1G77510/AT3G08690/AT3G28210/AT2G47730,71
cluster8,GO:0010583,response to cyclopentenone,41/942,148/20876,1.7867828051808022e-21,7.879712170847338e-19,6.727080526171932e-19,AT1G17180/AT2G41380/AT2G15490/AT5G16970/AT5G38710/AT1G78380/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT2G47000/AT2G36950/AT4G03320/AT1G23550/AT5G66690/AT1G78340/AT5G16980/AT4G28250/AT4G01870/AT3G50910/AT1G17170/AT5G14730/AT1G77450/AT1G05680/AT4G21120/AT2G29490/AT2G31945/AT4G15610/AT1G68620/AT3G28740/AT5G01380/AT2G30140/AT4G34160/AT1G05560/AT2G34500/AT1G30700/AT4G25390/AT5G62480/AT4G20860/AT4G32070/AT3G28210,41
cluster8,GO:0009404,toxin metabolic process,49/942,223/20876,1.2371057772501259e-20,4.091727358254792e-18,3.493196049972066e-18,AT1G17180/AT2G41380/AT2G15490/AT5G16970/AT5G38710/AT1G78380/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT2G47000/AT2G36950/AT4G03320/AT1G23550/AT5G66690/AT1G30400/AT1G78340/AT5G16980/AT2G29450/AT4G01870/AT3G50910/AT1G17170/AT5G14730/AT1G77450/AT1G05680/AT5G48180/AT4G21120/AT2G29490/AT2G31945/AT4G15610/AT1G68620/AT3G28740/AT5G01380/AT2G31570/AT2G30140/AT1G05560/AT2G34500/AT1G30700/AT4G25390/AT3G24170/AT2G02390/AT5G62480/AT3G05630/AT2G33150/AT4G20860/AT4G32070/AT3G08690/AT3G28210/AT2G47730,49
cluster8,GO:0098754,detoxification,49/942,226/20876,2.2710552598190127e-20,6.009212217481108e-18,5.1301943027069494e-18,AT1G17180/AT2G41380/AT2G15490/AT5G16970/AT5G38710/AT1G78380/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT2G47000/AT2G36950/AT4G03320/AT1G23550/AT5G66690/AT1G30400/AT1G78340/AT5G16980/AT2G29450/AT4G01870/AT3G50910/AT1G17170/AT5G14730/AT1G77450/AT1G05680/AT5G48180/AT4G21120/AT2G29490/AT2G31945/AT4G15610/AT1G68620/AT3G28740/AT5G01380/AT2G31570/AT2G30140/AT1G05560/AT2G34500/AT1G30700/AT4G25390/AT3G24170/AT2G02390/AT5G62480/AT3G05630/AT2G33150/AT4G20860/AT4G32070/AT3G08690/AT3G28210/AT2G47730,49
cluster8,GO:0009415,response to water,57/942,426/20876,1.8562642481581193e-13,4.093062667188653e-11,3.4943360320590557e-11,AT5G26340/AT5G63850/AT1G74950/AT5G38710/AT5G58350/AT1G78380/AT2G37760/AT4G23450/AT1G28480/AT4G30490/AT2G47000/AT5G57660/AT1G80160/AT5G59220/AT1G22190/AT2G30550/AT2G46680/AT1G73480/AT5G15960/AT3G50260/AT1G73330/AT2G39800/AT5G54730/AT1G08920/AT2G41540/AT1G05680/AT2G29130/AT2G47180/AT5G13750/AT2G38340/AT5G37500/AT1G76080/AT5G67030/AT3G11020/AT2G47190/AT5G59820/AT4G27410/AT3G01650/AT3G19580/AT5G13080/AT5G10230/AT3G61890/AT3G23920/AT4G02280/AT1G01470/AT4G18890/AT1G01720/AT3G18490/AT2G34500/AT3G15500/AT5G58670/AT1G64660/AT3G05630/AT5G49630/AT2G01830/AT5G50720/AT3G28210,57
cluster8,GO:0009414,response to water deprivation,56/942,418/20876,2.8838921959921005e-13,5.45055625042507e-11,4.653257633533119e-11,AT5G26340/AT5G63850/AT1G74950/AT5G38710/AT5G58350/AT1G78380/AT2G37760/AT4G23450/AT1G28480/AT4G30490/AT2G47000/AT5G57660/AT1G80160/AT5G59220/AT1G22190/AT2G30550/AT2G46680/AT1G73480/AT5G15960/AT3G50260/AT1G73330/AT2G39800/AT5G54730/AT1G08920/AT1G05680/AT2G29130/AT2G47180/AT5G13750/AT2G38340/AT5G37500/AT1G76080/AT5G67030/AT3G11020/AT2G47190/AT5G59820/AT4G27410/AT3G01650/AT3G19580/AT5G13080/AT5G10230/AT3G61890/AT3G23920/AT4G02280/AT1G01470/AT4G18890/AT1G01720/AT3G18490/AT2G34500/AT3G15500/AT5G58670/AT1G64660/AT3G05630/AT5G49630/AT2G01830/AT5G50720/AT3G28210,56
cluster8,GO:0009267,cellular response to starvation,42/942,294/20876,3.610380322432324e-11,5.970666458222456e-9,5.097286955223531e-9,AT1G55920/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT4G30490/AT5G48850/AT2G22240/AT1G68740/AT1G32450/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT3G18290/AT5G54730/AT1G63010/AT2G17220/AT5G48000/AT2G39380/AT2G16430/AT1G71040/AT3G24770/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT1G73220/AT3G25710/AT3G55880/AT5G13080/AT1G78000/AT2G26660/AT1G02310/AT3G11670/AT3G09220/AT2G34500/AT1G64660/AT3G05630/AT2G01830,42
cluster8,GO:0031669,cellular response to nutrient levels,43/942,312/20876,6.883709998223323e-11,1.0119053697388285e-8,8.638854769700146e-9,AT1G55920/AT3G08860/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT4G30490/AT5G48850/AT2G22240/AT1G68740/AT1G32450/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT3G18290/AT5G54730/AT1G63010/AT2G17220/AT5G48000/AT2G39380/AT2G16430/AT1G71040/AT3G24770/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT1G73220/AT3G25710/AT3G55880/AT5G13080/AT1G78000/AT2G26660/AT1G02310/AT3G11670/AT3G09220/AT2G34500/AT1G64660/AT3G05630/AT2G01830,43
cluster8,GO:0042594,response to starvation,42/942,302/20876,8.591822537511151e-11,1.1366981217127253e-8,9.704237455525753e-9,AT1G55920/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT4G30490/AT5G48850/AT2G22240/AT1G68740/AT1G32450/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT3G18290/AT5G54730/AT1G63010/AT2G17220/AT5G48000/AT2G39380/AT2G16430/AT1G71040/AT3G24770/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT1G73220/AT3G25710/AT3G55880/AT5G13080/AT1G78000/AT2G26660/AT1G02310/AT3G11670/AT3G09220/AT2G34500/AT1G64660/AT3G05630/AT2G01830,42
cluster8,GO:0010286,heat acclimation,21/942,84/20876,9.720752587363071e-11,1.1691414248255766e-8,9.981212943770884e-9,AT4G23450/AT1G16030/AT1G11270/AT5G12030/AT5G04250/AT4G21980/AT1G77000/AT4G12400/AT2G36220/AT2G46240/AT3G11020/AT2G29500/AT5G59820/AT1G01470/AT4G38580/AT1G52560/AT5G10695/AT4G37370/AT3G04010/AT3G08690/AT3G28210,21
cluster8,GO:0031668,cellular response to extracellular stimulus,45/942,349/20876,2.3212783135052262e-10,2.5592093406395117e-8,2.184852307360621e-8,AT1G55920/AT3G08860/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT4G30490/AT5G57660/AT5G48850/AT2G22240/AT1G68740/AT1G32450/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT3G18290/AT5G54730/AT1G63010/AT1G05680/AT2G17220/AT5G48000/AT2G39380/AT2G16430/AT1G71040/AT3G24770/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT1G73220/AT3G25710/AT3G55880/AT5G13080/AT1G78000/AT2G26660/AT1G02310/AT3G11670/AT3G09220/AT2G34500/AT1G64660/AT3G05630/AT2G01830,45
cluster8,GO:0071496,cellular response to external stimulus,45/942,350/20876,2.5509420167009093e-10,2.596074067765618e-8,2.216324521392774e-8,AT1G55920/AT3G08860/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT4G30490/AT5G57660/AT5G48850/AT2G22240/AT1G68740/AT1G32450/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT3G18290/AT5G54730/AT1G63010/AT1G05680/AT2G17220/AT5G48000/AT2G39380/AT2G16430/AT1G71040/AT3G24770/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT1G73220/AT3G25710/AT3G55880/AT5G13080/AT1G78000/AT2G26660/AT1G02310/AT3G11670/AT3G09220/AT2G34500/AT1G64660/AT3G05630/AT2G01830,45
cluster8,GO:0031667,response to nutrient levels,43/942,335/20876,6.737556064328056e-10,6.238920343009135e-8,5.326301092452402e-8,AT1G55920/AT3G08860/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT4G30490/AT5G48850/AT2G22240/AT1G68740/AT1G32450/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT3G18290/AT5G54730/AT1G63010/AT2G17220/AT5G48000/AT2G39380/AT2G16430/AT1G71040/AT3G24770/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT1G73220/AT3G25710/AT3G55880/AT5G13080/AT1G78000/AT2G26660/AT1G02310/AT3G11670/AT3G09220/AT2G34500/AT1G64660/AT3G05630/AT2G01830,43
cluster8,GO:0009408,response to heat,40/942,298/20876,7.073605831076117e-10,6.238920343009135e-8,5.326301092452402e-8,AT4G23450/AT1G16030/AT1G11270/AT2G22240/AT1G53540/AT5G12030/AT5G04250/AT4G25380/AT3G07150/AT4G08230/AT4G21980/AT1G77000/AT4G17750/AT4G12400/AT2G47180/AT2G38340/AT5G04890/AT2G36220/AT2G46240/AT5G12020/AT2G27140/AT5G67030/AT3G11020/AT4G26850/AT2G29500/AT5G59820/AT5G10230/AT5G64510/AT1G01470/AT3G46230/AT4G38580/AT1G52560/AT5G10695/AT5G20970/AT5G07340/AT4G37370/AT1G77510/AT3G04010/AT3G08690/AT3G28210,40
cluster8,GO:0016036,cellular response to phosphate starvation,25/942,133/20876,1.1559521119073606e-9,9.558279025333989e-8,8.160109316293408e-8,AT3G02050/AT5G58350/AT1G78380/AT2G42600/AT4G30490/AT2G22240/AT1G68740/AT5G01220/AT2G30550/AT1G20620/AT3G17790/AT5G54730/AT1G63010/AT2G16430/AT1G71040/AT2G47190/AT1G73220/AT3G25710/AT5G13080/AT2G26660/AT1G02310/AT3G11670/AT2G34500/AT3G05630/AT2G01830,25
cluster8,GO:0009991,response to extracellular stimulus,45/942,373/20876,1.9991013012030766e-9,1.5557711891127473e-7,1.328195477517586e-7,AT1G55920/AT3G08860/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT4G30490/AT5G57660/AT5G48850/AT2G22240/AT1G68740/AT1G32450/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT3G18290/AT5G54730/AT1G63010/AT1G05680/AT2G17220/AT5G48000/AT2G39380/AT2G16430/AT1G71040/AT3G24770/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT1G73220/AT3G25710/AT3G55880/AT5G13080/AT1G78000/AT2G26660/AT1G02310/AT3G11670/AT3G09220/AT2G34500/AT1G64660/AT3G05630/AT2G01830,45
cluster8,GO:0010413,glucuronoxylan metabolic process,29/942,182/20876,3.1402948484694706e-9,2.3081167136250608e-7,1.970489106671194e-7,AT1G70500/AT4G35350/AT1G19300/AT5G60020/AT3G27200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT1G58370/AT5G59700/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT1G47410/AT5G01360/AT5G40020/AT4G08160/AT4G27435/AT3G62020/AT5G19870/AT5G51500/AT5G58980/AT2G38080/AT3G52900/AT3G50220/AT3G18660/AT5G03260,29
cluster8,GO:0045492,xylan biosynthetic process,29/942,183/20876,3.5740570079683858e-9,2.4886723271274603e-7,2.124633334930791e-7,AT1G70500/AT4G35350/AT1G19300/AT5G60020/AT3G27200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT1G58370/AT5G59700/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT1G47410/AT5G01360/AT5G40020/AT4G08160/AT4G27435/AT3G62020/AT5G19870/AT5G51500/AT5G58980/AT2G38080/AT3G52900/AT3G50220/AT3G18660/AT5G03260,29
cluster8,GO:0045491,xylan metabolic process,29/942,186/20876,5.237136058568232e-9,3.4643655027428854e-7,2.9576036793914275e-7,AT1G70500/AT4G35350/AT1G19300/AT5G60020/AT3G27200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT1G58370/AT5G59700/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT1G47410/AT5G01360/AT5G40020/AT4G08160/AT4G27435/AT3G62020/AT5G19870/AT5G51500/AT5G58980/AT2G38080/AT3G52900/AT3G50220/AT3G18660/AT5G03260,29
cluster8,GO:0009611,response to wounding,41/942,335/20876,6.885371098081437e-9,4.3377837917913053e-7,3.703259743479389e-7,AT1G74950/AT5G38710/AT1G55020/AT1G28480/AT2G26530/AT5G43570/AT5G24770/AT3G44550/AT5G59220/AT5G04250/AT3G04640/AT1G76690/AT1G09070/AT5G53890/AT4G01070/AT3G50260/AT4G13280/AT1G76930/AT5G63970/AT1G04220/AT1G01120/AT5G18860/AT2G47190/AT1G62660/AT5G59820/AT4G27410/AT3G19580/AT5G22500/AT3G44540/AT1G01470/AT2G30020/AT4G23190/AT1G01720/AT3G15500/AT3G16470/AT4G34230/AT1G76680/AT5G64900/AT2G33150/AT2G26690/AT3G28210,41
cluster8,GO:0019375,galactolipid biosynthetic process,20/942,99/20876,1.4591031927241554e-8,8.2777272725655e-7,7.066874617864327e-7,AT3G02050/AT5G58350/AT1G78380/AT2G42600/AT4G30490/AT1G68740/AT5G01220/AT2G30550/AT3G17790/AT5G49190/AT5G54730/AT1G73220/AT5G13080/AT2G26660/AT4G02280/AT1G02310/AT3G11670/AT2G34500/AT3G05630/AT5G37180,20
cluster8,GO:0044038,cell wall macromolecule biosynthetic process,29/942,195/20876,1.5641963855943876e-8,8.2777272725655e-7,7.066874617864327e-7,AT1G70500/AT4G35350/AT1G19300/AT5G60020/AT3G27200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT1G58370/AT5G59700/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT1G47410/AT5G01360/AT5G40020/AT4G08160/AT4G27435/AT3G62020/AT5G19870/AT5G51500/AT5G58980/AT2G38080/AT3G52900/AT3G50220/AT3G18660/AT5G03260,29
cluster8,GO:0070589,cellular component macromolecule biosynthetic process,29/942,195/20876,1.5641963855943876e-8,8.2777272725655e-7,7.066874617864327e-7,AT1G70500/AT4G35350/AT1G19300/AT5G60020/AT3G27200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT1G58370/AT5G59700/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT1G47410/AT5G01360/AT5G40020/AT4G08160/AT4G27435/AT3G62020/AT5G19870/AT5G51500/AT5G58980/AT2G38080/AT3G52900/AT3G50220/AT3G18660/AT5G03260,29
cluster8,GO:0070592,cell wall polysaccharide biosynthetic process,29/942,195/20876,1.5641963855943876e-8,8.2777272725655e-7,7.066874617864327e-7,AT1G70500/AT4G35350/AT1G19300/AT5G60020/AT3G27200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT1G58370/AT5G59700/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT1G47410/AT5G01360/AT5G40020/AT4G08160/AT4G27435/AT3G62020/AT5G19870/AT5G51500/AT5G58980/AT2G38080/AT3G52900/AT3G50220/AT3G18660/AT5G03260,29
cluster8,GO:0019374,galactolipid metabolic process,20/942,100/20876,1.7475220076556227e-8,8.892198523570727e-7,7.591462000868352e-7,AT3G02050/AT5G58350/AT1G78380/AT2G42600/AT4G30490/AT1G68740/AT5G01220/AT2G30550/AT3G17790/AT5G49190/AT5G54730/AT1G73220/AT5G13080/AT2G26660/AT4G02280/AT1G02310/AT3G11670/AT2G34500/AT3G05630/AT5G37180,20
cluster8,GO:0010200,response to chitin,46/942,421/20876,2.98028775422028e-8,1.460340999567937e-6,1.2467246628765537e-6,AT4G15975/AT3G56770/AT2G26530/AT1G16130/AT3G04640/AT1G09070/AT2G40000/AT3G50910/AT3G50260/AT2G33710/AT2G03760/AT5G47230/AT5G65300/AT2G17220/AT2G36220/AT3G46930/AT1G80820/AT1G51820/AT5G49520/AT1G76070/AT2G30040/AT4G29110/AT1G51700/AT1G76600/AT5G66570/AT1G68620/AT1G05340/AT2G32190/AT5G59820/AT5G25930/AT3G19580/AT4G28350/AT1G28280/AT4G23190/AT2G38250/AT1G01720/AT5G59780/AT2G25460/AT1G20823/AT4G25390/AT1G71520/AT4G20860/AT1G25400/AT2G33580/AT3G28210/AT3G18710,46
cluster8,GO:0010410,hemicellulose metabolic process,29/942,201/20876,3.1152875300717095e-08,1.4719733579588827e-6,1.2566554585590017e-6,AT1G70500/AT4G35350/AT1G19300/AT5G60020/AT3G27200/AT3G15050/AT4G37940/AT5G60720/AT5G44030/AT1G58370/AT5G59700/AT2G03200/AT5G12870/AT4G28500/AT5G15630/AT1G47410/AT5G01360/AT5G40020/AT4G08160/AT4G27435/AT3G62020/AT5G19870/AT5G51500/AT5G58980/AT2G38080/AT3G52900/AT3G50220/AT3G18660/AT5G03260,29
cluster8,GO:0010345,suberin biosynthetic process,7/942,10/20876,3.9688686875799395e-8,1.8106252667821585e-6,1.5457699098995552e-6,AT3G44550/AT1G04220/AT5G58860/AT5G22500/AT3G44540/AT5G23190/AT3G11430,7
cluster8,GO:0006865,amino acid transport,33/942,255/20876,5.338325416885455e-8,2.354201508846486e-6,2.0098326920414367e-6,AT5G26340/AT5G65870/AT1G76520/AT5G63850/AT5G16970/AT3G43270/AT1G74010/AT2G47000/AT5G17000/AT3G56200/AT1G09070/AT1G44800/AT3G30390/AT1G76930/AT1G65690/AT4G21120/AT1G21010/AT1G51820/AT2G39380/AT3G04070/AT5G49520/AT4G15610/AT5G54300/AT5G59510/AT5G09220/AT5G01240/AT1G30700/AT3G21690/AT4G34230/AT5G20910/AT5G49630/AT4G20860/AT3G04010,33
cluster8,GO:0046482,para-aminobenzoic acid metabolic process,12/942,38/20876,6.06940814933562e-8,2.590266768248718e-6,2.211366704324998e-6,AT1G72680/AT2G17500/AT2G37760/AT5G64250/AT2G36950/AT1G80160/AT3G02875/AT2G29490/AT4G04620/AT4G15550/AT1G05560/AT5G61820,12
cluster8,GO:0009247,glycolipid biosynthetic process,20/942,109/20876,7.978076594582742e-8,3.298436042072802e-6,2.8159461138116057e-6,AT3G02050/AT5G58350/AT1G78380/AT2G42600/AT4G30490/AT1G68740/AT5G01220/AT2G30550/AT3G17790/AT5G49190/AT5G54730/AT1G73220/AT5G13080/AT2G26660/AT4G02280/AT1G02310/AT3G11670/AT2G34500/AT3G05630/AT5G37180,20
cluster8,GO:0010243,response to organonitrogen compound,46/942,443/20876,1.3656753732408073e-7,5.475116723629055e-6,4.674225440151151e-6,AT4G15975/AT3G56770/AT2G26530/AT1G16130/AT3G04640/AT1G09070/AT2G40000/AT3G50910/AT3G50260/AT2G33710/AT2G03760/AT5G47230/AT5G65300/AT2G17220/AT2G36220/AT3G46930/AT1G80820/AT1G51820/AT5G49520/AT1G76070/AT2G30040/AT4G29110/AT1G51700/AT1G76600/AT5G66570/AT1G68620/AT1G05340/AT2G32190/AT5G59820/AT5G25930/AT3G19580/AT4G28350/AT1G28280/AT4G23190/AT2G38250/AT1G01720/AT5G59780/AT2G25460/AT1G20823/AT4G25390/AT1G71520/AT4G20860/AT1G25400/AT2G33580/AT3G28210/AT3G18710,46
